Code,Formula,Period,Entity,Option
VTJ41004,"VTJ41004' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))",PQ4,,
VTJ41005,"VTJ41005' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))",PQ4,,
VTJ41006,"VTJ41006' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))",PQ4,,
VPJ41092,VTJ41003+VTJ41004+VTJ41005+VTJ41006,PQ4,,
VPJ41093,(VPJ41086*VTJ41001)+VPJ41092,PQ4,,
VTJ41002,"VTJ41002' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))*VPJ41093-VTJ41005-VTJ41006/0.65",PQ4,,
VPJ41095,(VPJ41093-VTJ41002)*VTJ41001,PQ4,,
VPJ41096,YZSI4302,PQ4,,
VPJ41097,VPJ41095-VPJ41096,PQ4,,
VPJ41018,VAJ41018,PQ4,,
VPJ22012,YZSPB530+VPJ22010(PQ4)-VPJ22010(PQ3)+VPJ23003(PQ4)-VPJ23003(PQ3)+VPJ23002(PQ4)-VPJ23002(PQ3),PQ4,,
VPJ41189,YZSI3123+ROARW923+VPJ22012,PQ4,,
VPJ41099,VPJ41189*VTJ41010,PQ4,,
VPJ41098,VPJ41099+VPJ41018,PQ4,,
VPJ41102,VPJ41189*VTJ41011,PQ4,,
VPJ41019,VAJ41019,PQ4,,
VPJ41101,VPJ41102+VPJ41019,PQ4,,
VPJ41020,VPJ41020,PQ4,,
VPJ41021,VPJ41021,PQ4,,
VPJ41022,VPJ41022,PQ4,,
VPJ41104,VPJ41020+VPJ41021+VPJ41022,PQ4,,
VPJ41183,VPJ41098+VPJ41101+VPJ41104,PQ4,,
VPJ41023,VAJ41023,PQ4,,
VPJ41106,"IF(VPJ41095<0,-VPJ41095,0)",PQ4,,
VPJ41107,VAJ41023,PQ4,,
VPJ41024,VPJ41024,PQ4,,
VPJ41109,"IF(VPJ41106>0 && VPJ41024<0, -VPJ41024, 0)",PQ4,,
VPJ41110,VPJ41023+VPJ41106+VPJ41107+VPJ41024+VPJ41109,PQ4,,
VPJ41025,VAJ41025,PQ4,,
VPJ41111,"IF(VTJ41002 <0,-VTJ41002, 0)",PQ4,,
VPJ41112,VAJ41025,PQ4,,
VPJ41026,VPJ41026,PQ4,,
VPJ41113,"IF(VPJ41111>0 && VPJ41026<0, -VPJ41026, 0)",PQ4,,
VPJ41114,VPJ41025+VPJ41111+VPJ41112+VPJ41026+VPJ41113,PQ4,,
VPJ41027,VPJ41027,PQ4,,
VPJ41028,VPJ41028,PQ4,,
VPJ41029,VPJ41029,PQ4,,
VPJ41115,VPJ41027+VPJ41028+VPJ41029,PQ4,,
VPJ41105,VPJ41110+VPJ41114+VPJ41115,PQ4,,
VPJ41030,VAJ41030,PQ4,,
VPJ41031,VPJ41031,PQ4,,
VPJ41117,VPJ41030+VPJ41031,PQ4,,
VPJ41032,VAJ41032,PQ4,,
VPJ41033,VPJ41033,PQ4,,
VPJ41118,VPJ41032+VPJ41033,PQ4,,
VPJ41034,VPJ41034,PQ4,,
VPJ41035,VPJ41035,PQ4,,
VPJ41036,VPJ41036,PQ4,,
VPJ41119,VPJ41034+VPJ41035+VPJ41036,PQ4,,
VPJ41116,VPJ41117+VPJ41118+VPJ41119,PQ4,,
VPJ41037,VAJ41037,PQ4,,
VPJ41038,VPJ41038,PQ4,,
VPJ41121,VPJ41037+VPJ41038,PQ4,,
VPJ41039,VAJ41039,PQ4,,
VPJ41040,VPJ41040,PQ4,,
VPJ41122,VPJ41039+VPJ41040,PQ4,,
VPJ41041,VPJ41041,PQ4,,
VPJ41042,VPJ41042,PQ4,,
VPJ41043,VPJ41043,PQ4,,
VPJ41123,VPJ41041+VPJ41042+VPJ41043,PQ4,,
VPJ41120,VPJ41121+VPJ41122+VPJ41123,PQ4,,
VPJ41125,VPJ41110+VPJ41117+VPJ41121,PQ4,,
VPJ41126,VPJ41114+VPJ41118+VPJ41122,PQ4,,
VPJ41127,VPJ41027+VPJ41034+VPJ41041,PQ4,,
VPJ41128,VPJ41028+VPJ41035+VPJ41042,PQ4,,
VPJ41129,VPJ41029+VPJ41036+VPJ41043,PQ4,,
VPJ41124,VPJ41125+VPJ41126+VPJ41127+VPJ41128+VPJ41129,PQ4,,
VPJ41044,VAJ41044,PQ4,,
VPJ41045,VPJ41045,PQ4,,
VPJ41131,VPJ41044+VPJ41045,PQ4,,
VPJ41046,VAJ41046,PQ4,,
VPJ41047,VPJ41047,PQ4,,
VPJ41132,VPJ41046+VPJ41047,PQ4,,
VPJ41048,VPJ41048,PQ4,,
VPJ41049,VPJ41049,PQ4,,
VPJ41050,VPJ41050,PQ4,,
VPJ41133,VPJ41048+VPJ41049+VPJ41050,PQ4,,
VPJ41130,VPJ41131+VPJ41132+VPJ41133,PQ4,,
VPJ41051,VAJ41051,PQ4,,
VPJ41052,VPJ41052,PQ4,,
VPJ41135,VPJ41051+VPJ41052,PQ4,,
VPJ41053,VAJ41053,PQ4,,
VPJ41054,VPJ41054,PQ4,,
VPJ41136,VPJ41053+VPJ41054,PQ4,,
VPJ41055,VPJ41055,PQ4,,
VPJ41056,VPJ41056,PQ4,,
VPJ41057,VPJ41057,PQ4,,
VPJ41137,VPJ41055+VPJ41056+VPJ41057,PQ4,,
VPJ41134,VPJ41135+VPJ41136+VPJ41137,PQ4,,
VPJ41058,VAJ41058,PQ4,,
VPJ41059,VPJ41059,PQ4,,
VPJ41139,VPJ41058+VPJ41059,PQ4,,
VPJ41060,VAJ41060,PQ4,,
VPJ41061,VPJ41061,PQ4,,
VPJ41140,VPJ41060+VPJ41061,PQ4,,
VPJ41062,VPJ41062,PQ4,,
VPJ41063,VPJ41063,PQ4,,
VPJ41064,VPJ41064,PQ4,,
VPJ41141,VPJ41062+VPJ41063+VPJ41064,PQ4,,
VPJ41138,VPJ41139+VPJ41140+VPJ41141,PQ4,,
VPJ41143,VPJ41131+VPJ41135+VPJ41139,PQ4,,
VPJ41144,VPJ41132+VPJ41136+VPJ41140,PQ4,,
VPJ41145,VPJ41048+VPJ41055+VPJ41062,PQ4,,
VPJ41146,VPJ41049+VPJ41056+VPJ41063,PQ4,,
VPJ41147,VPJ41050+VPJ41057+VPJ41064,PQ4,,
VPJ41142,VPJ41143+VPJ41144+VPJ41145+VPJ41146+VPJ41147,PQ4,,
VPJ41065,VPJ41065,PQ4,,
VPJ41066,VPJ41066,PQ4,,
VPJ41184,VPJ41065+VPJ41066,PQ4,,
VPJ41067,VPJ41067,PQ4,,
VPJ41068,VPJ41068,PQ4,,
VPJ41185,VPJ41067+VPJ41068,PQ4,,
VPJ41069,VPJ41069,PQ4,,
VPJ41070,VPJ41070,PQ4,,
VPJ41186,VPJ41069+VPJ41070,PQ4,,
VPJ73002,VPJ73002,PQ4,,
VPJ73003,VPJ73003,PQ4,,
VPJ73001,VPJ73002+VPJ73003,PQ4,,
VPJ41156,VPJ41065+VPJ41067+VPJ41069+VPJ73002,PQ4,,
VPJ41157,VPJ41066+VPJ41068+VPJ41070+VPJ73003,PQ4,,
VPJ41155,VPJ41156+VPJ41157,PQ4,,
VPJ41149,VPJ41098+VPJ41106+VPJ41107+VPJ41024+VPJ41109-VPJ41125-VPJ41143+VPJ41031+VPJ41038+VPJ41045+VPJ41052+VPJ41059,PQ4,,
VPJ41150,VPJ41101-VPJ41126-VPJ41144+VPJ41111+VPJ41112+VPJ41026+VPJ41113+VPJ41033+VPJ41040+VPJ41047+VPJ41054+VPJ41061,PQ4,,
VPJ41151,VPJ41020+VPJ41127+VPJ41145-(VAJ41127+VAJ41145),PQ4,,
VPJ41152,VPJ41021-VPJ41128-VPJ41146+VPJ41028-VAJ41028+VPJ41035-VAJ41035+VPJ41042-VAJ41042+VPJ41049-VAJ41049+VPJ41056-VAJ41056+VPJ41063-VAJ41063,PQ4,,
VPJ41153,VPJ41022-VPJ41129-VPJ41147+VPJ41029-VAJ41029+VPJ41036-VAJ41036+VPJ41043-VAJ41043+VPJ41050-VAJ41050+VPJ41057-VAJ41057+VPJ41064-VAJ41064,PQ4,,
VPJ41154,VPJ41151+VPJ41152+VPJ41153,PQ4,,
VPJ41148,VPJ41149+VPJ41150+VPJ41151+VPJ41152+VPJ41153,PQ4,,
VPJ41159,VPJ41149-VPJ41156,PQ4,,
VPJ41160,VPJ41150-VPJ41157,PQ4,,
VPJ41161,VPJ41154,PQ4,,
VPJ41158,VPJ41159+VPJ41160+VPJ41161,PQ4,,
VPJ41071,VPJ41071,PQ4,,
VPJ41072,VPJ41072,PQ4,,
VPJ41073,VPJ41073,PQ4,,
VPJ41162,VPJ41071+VPJ41072+VPJ41073,PQ4,,
VPJ41074,VPJ41074,PQ4,,
VPJ41075,VPJ41075,PQ4,,
VPJ41076,VPJ41076,PQ4,,
VPJ41163,VPJ41074+VPJ41075+VPJ41076,PQ4,,
VPJ41077,VPJ41077,PQ4,,
VPJ41078,VPJ41078,PQ4,,
VPJ41079,VPJ41079,PQ4,,
VPJ41168,VPJ41077+VPJ41078+VPJ41079,PQ4,,
VPJ41080,VPJ41080,PQ4,,
VPJ41081,VPJ41081,PQ4,,
VPJ41082,VPJ41082,PQ4,,
VPJ41169,VPJ41080+VPJ41081+VPJ41082,PQ4,,
VPJ41083,VPJ41083,PQ4,,
VPJ41084,VPJ41084,PQ4,,
VPJ41085,VPJ41085,PQ4,,
VPJ41170,VPJ41083+VPJ41084+VPJ41085,PQ4,,
VPJ41192,VPJ41192,PQ4,,
VPJ41193,VPJ41193,PQ4,,
VPJ41194,VPJ41194,PQ4,,
VPJ41171,VPJ41192+VPJ41193+VPJ41194,PQ4,,
VPJ41172,VPJ41071+VPJ41074+VPJ41077+VPJ41080+VPJ41083+VPJ41192,PQ4,,
VPJ41173,VPJ41072+VPJ41075+VPJ41078+VPJ41081+VPJ41084+VPJ41193,PQ4,,
VPJ41174,VPJ41073+VPJ41076+VPJ41179+VPJ41082+VPJ41085+VPJ41194,PQ4,,
VPJ41177,VPJ41159-VPJ41162,PQ4,,
VPJ41178,VPJ41160-VPJ41163,PQ4,,
VPJ41179,VPJ41151-VPJ41168,PQ4,,
VPJ41180,VPJ41152-VPJ41169,PQ4,,
VPJ41181,VPJ41153-VPJ41170,PQ4,,
VPJ41182,VPJ41179+VPJ41180+VPJ41181,PQ4,,
VPJ41176,VPJ41177+VPJ41178+VPJ41179+VPJ41180+VPJ41181,PQ4,,
VPJ41175,"IF(VPJ41177<0,VPJ41177,0)+IF(VPJ41178<0,VPJ41178,0)+IF(VPJ41179<0,VPJ41179,0)+IF(VPJ41180<0,VPJ41180,0)+IF(VPJ41181<0,VPJ41181,0)",PQ4,,
VPJ41187,"IF(VPJ41177>=0,VPJ41177,0)+IF(VPJ41178>=0,VPJ41178,0)+IF(VPJ41179>=0,VPJ41179,0)+IF(VPJ41180>=0,VPJ41180,0)+IF(VPJ41181>=0,VPJ41181,0)",PQ4,,
YZSI4310,YZSI4310,PQ5,,
VPJ41188,YZSI4310(PQ5)+YZSI4310(PQ6)+YZSI4310(PQ7)+YZSI4310(PQ8),PQ5,,
VPJ41086,VPJ41188,PQ5,,
VTJ41003,"VTJ41003' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))",PQ5,,
VTJ41004,"VTJ41004' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))",PQ5,,
VTJ41005,"VTJ41005' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))",PQ5,,
VTJ41006,"VTJ41006' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))",PQ5,,
VPJ41092,VTJ41003+VTJ41004+VTJ41005+VTJ41006,PQ5,,
VPJ41093,(VPJ41086*VTJ41001)+VPJ41092,PQ5,,
VTJ41002,"VTJ41002' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))*VPJ41093-VTJ41005-VTJ41006/0.65",PQ5,,
VPJ41095,(VPJ41093-VTJ41002)*VTJ41001,PQ5,,
VPJ41096,YZSI4302,PQ5,,
VPJ41097,VPJ41095-VPJ41096,PQ5,,
VPJ41018,VAJ41018,PQ5,,
VPJ22012,YZSPB530+VPJ22010(PQ5)-VPJ22010(PQ4)+VPJ23003(PQ5)-VPJ23003(PQ4)+VPJ23002(PQ5)-VPJ23002(PQ4),PQ5,,
VPJ41189,YZSI3123+ROARW923+VPJ22012,PQ5,,
VPJ41099,VPJ41189*VTJ41010,PQ5,,
VPJ41098,VPJ41099+VPJ41018,PQ5,,
VPJ41102,VPJ41189*VTJ41011,PQ5,,
VPJ41019,VAJ41019,PQ5,,
VPJ41101,VPJ41102+VPJ41019,PQ5,,
VPJ41020,VPJ41020,PQ5,,
VPJ41021,VPJ41021,PQ5,,
VPJ41022,VPJ41022,PQ5,,
VPJ41104,VPJ41020+VPJ41021+VPJ41022,PQ5,,
VPJ41183,VPJ41098+VPJ41101+VPJ41104,PQ5,,
VPJ41023,VAJ41023,PQ5,,
VPJ41106,"IF(VPJ41095<0,-VPJ41095,0)",PQ5,,
VPJ41107,VPJ41106(PQ1),PQ5,,
VPJ41024,VPJ41024,PQ5,,
VPJ41109,"IF(VPJ41106>0 && VPJ41024<0, -VPJ41024, 0)",PQ5,,
VPJ41110,VPJ41023+VPJ41106+VPJ41107+VPJ41024+VPJ41109,PQ5,,
VPJ41025,VAJ41025,PQ5,,
VPJ41111,"IF(VTJ41002 <0,-VTJ41002, 0)",PQ5,,
VPJ41112,VPJ4111(PQ1),PQ5,,
VPJ41026,VPJ41026,PQ5,,
VPJ41113,"IF(VPJ41111>0 && VPJ41026<0, -VPJ41026, 0)",PQ5,,
VPJ41114,VPJ41025+VPJ41111+VPJ41112+VPJ41026+VPJ41113,PQ5,,
VPJ41027,VPJ41027,PQ5,,
VPJ41028,VPJ41028,PQ5,,
VPJ41029,VPJ41029,PQ5,,
VPJ41115,VPJ41027+VPJ41028+VPJ41029,PQ5,,
VPJ41105,VPJ41110+VPJ41114+VPJ41115,PQ5,,
VPJ41030,VAJ41030,PQ5,,
VPJ41031,VPJ41031,PQ5,,
VPJ41117,VPJ41030+VPJ41031,PQ5,,
VPJ41032,VAJ41032,PQ5,,
VPJ41033,VPJ41033,PQ5,,
VPJ41118,VPJ41032+VPJ41033,PQ5,,
VPJ41034,VPJ41034,PQ5,,
VPJ41035,VPJ41035,PQ5,,
VPJ41036,VPJ41036,PQ5,,
VPJ41119,VPJ41034+VPJ41035+VPJ41036,PQ5,,
VPJ41116,VPJ41117+VPJ41118+VPJ41119,PQ5,,
VPJ41037,VAJ41037,PQ5,,
VPJ41038,VPJ41038,PQ5,,
VPJ41121,VPJ41037+VPJ41038,PQ5,,
VPJ41039,VAJ41039,PQ5,,
VPJ41040,VPJ41040,PQ5,,
VPJ41122,VPJ41039+VPJ41040,PQ5,,
VPJ41041,VPJ41041,PQ5,,
VPJ41042,VPJ41042,PQ5,,
VPJ41043,VPJ41043,PQ5,,
VPJ41123,VPJ41041+VPJ41042+VPJ41043,PQ5,,
VPJ41120,VPJ41121+VPJ41122+VPJ41123,PQ5,,
VPJ41125,VPJ41110+VPJ41117+VPJ41121,PQ5,,
VPJ41126,VPJ41114+VPJ41118+VPJ41122,PQ5,,
VPJ41127,VPJ41027+VPJ41034+VPJ41041,PQ5,,
VPJ41128,VPJ41028+VPJ41035+VPJ41042,PQ5,,
VPJ41129,VPJ41029+VPJ41036+VPJ41043,PQ5,,
VPJ41124,VPJ41125+VPJ41126+VPJ41127+VPJ41128+VPJ41129,PQ5,,
VPJ41044,VAJ41044,PQ5,,
VPJ41045,VPJ41045,PQ5,,
VPJ41131,VPJ41044+VPJ41045,PQ5,,
VPJ41046,VAJ41046,PQ5,,
VPJ41047,VPJ41047,PQ5,,
VPJ41132,VPJ41046+VPJ41047,PQ5,,
VPJ41048,VPJ41048,PQ5,,
VPJ41049,VPJ41049,PQ5,,
VPJ41050,VPJ41050,PQ5,,
VPJ41133,VPJ41048+VPJ41049+VPJ41050,PQ5,,
VPJ41130,VPJ41131+VPJ41132+VPJ41133,PQ5,,
VPJ41051,VAJ41051,PQ5,,
VPJ41052,VPJ41052,PQ5,,
VPJ41135,VPJ41051+VPJ41052,PQ5,,
VPJ41053,VAJ41053,PQ5,,
VPJ41054,VPJ41054,PQ5,,
VPJ41136,VPJ41053+VPJ41054,PQ5,,
VPJ41055,VPJ41055,PQ5,,
VPJ41056,VPJ41056,PQ5,,
VPJ41057,VPJ41057,PQ5,,
VPJ41137,VPJ41055+VPJ41056+VPJ41057,PQ5,,
VPJ41134,VPJ41135+VPJ41136+VPJ41137,PQ5,,
VPJ41058,VAJ41058,PQ5,,
VPJ41059,VPJ41059,PQ5,,
VPJ41139,VPJ41058+VPJ41059,PQ5,,
VPJ41060,VAJ41060,PQ5,,
VPJ41061,VPJ41061,PQ5,,
VPJ41140,VPJ41060+VPJ41061,PQ5,,
VPJ41062,VPJ41062,PQ5,,
VPJ41063,VPJ41063,PQ5,,
VPJ41064,VPJ41064,PQ5,,
VPJ41141,VPJ41062+VPJ41063+VPJ41064,PQ5,,
VPJ41138,VPJ41139+VPJ41140+VPJ41141,PQ5,,
VPJ41143,VPJ41131+VPJ41135+VPJ41139,PQ5,,
VPJ41144,VPJ41132+VPJ41136+VPJ41140,PQ5,,
VPJ41145,VPJ41048+VPJ41055+VPJ41062,PQ5,,
VPJ41146,VPJ41049+VPJ41056+VPJ41063,PQ5,,
VPJ41147,VPJ41050+VPJ41057+VPJ41064,PQ5,,
VPJ41142,VPJ41143+VPJ41144+VPJ41145+VPJ41146+VPJ41147,PQ5,,
VPJ41065,VPJ41065,PQ5,,
VPJ41066,VPJ41066,PQ5,,
VPJ41184,VPJ41065+VPJ41066,PQ5,,
VPJ41067,VPJ41067,PQ5,,
VPJ41068,VPJ41068,PQ5,,
VPJ41185,VPJ41067+VPJ41068,PQ5,,
VPJ41069,VPJ41069,PQ5,,
VPJ41070,VPJ41070,PQ5,,
VPJ41186,VPJ41069+VPJ41070,PQ5,,
VPJ73002,VPJ73002,PQ5,,
VPJ73003,VPJ73003,PQ5,,
VPJ73001,VPJ73002+VPJ73003,PQ5,,
VPJ41156,VPJ41065+VPJ41067+VPJ41069+VPJ73002,PQ5,,
VPJ41157,VPJ41066+VPJ41068+VPJ41070+VPJ73003,PQ5,,
VPJ41155,VPJ41156+VPJ41157,PQ5,,
VPJ41149,VPJ41098+VPJ41106+VPJ41107+VPJ41024+VPJ41109-VPJ41125-VPJ41143+VPJ41031+VPJ41038+VPJ41045+VPJ41052+VPJ41059,PQ5,,
VPJ41150,VPJ41101-VPJ41126-VPJ41144+VPJ41111+VPJ41112+VPJ41026+VPJ41113+VPJ41033+VPJ41040+VPJ41047+VPJ41054+VPJ41061,PQ5,,
VPJ41151,VPJ41020+VPJ41127+VPJ41145-(VAJ41127+VAJ41145),PQ5,,
VPJ41152,VPJ41021-VPJ41128-VPJ41146+VPJ41028-VAJ41028+VPJ41035-VAJ41035+VPJ41042-VAJ41042+VPJ41049-VAJ41049+VPJ41056-VAJ41056+VPJ41063-VAJ41063,PQ5,,
VPJ41153,VPJ41022-VPJ41129-VPJ41147+VPJ41029-VAJ41029+VPJ41036-VAJ41036+VPJ41043-VAJ41043+VPJ41050-VAJ41050+VPJ41057-VAJ41057+VPJ41064-VAJ41064,PQ5,,
VPJ41154,VPJ41151+VPJ41152+VPJ41153,PQ5,,
VPJ41148,VPJ41149+VPJ41150+VPJ41151+VPJ41152+VPJ41153,PQ5,,
VPJ41159,VPJ41149-VPJ41156,PQ5,,
VPJ41160,VPJ41150-VPJ41157,PQ5,,
VPJ41161,VPJ41154,PQ5,,
VPJ41158,VPJ41159+VPJ41160+VPJ41161,PQ5,,
VPJ41071,VPJ41071,PQ5,,
VPJ41072,VPJ41072,PQ5,,
VPJ41073,VPJ41073,PQ5,,
VPJ41162,VPJ41071+VPJ41072+VPJ41073,PQ5,,
VPJ41074,VPJ41074,PQ5,,
VPJ41075,VPJ41075,PQ5,,
VPJ41076,VPJ41076,PQ5,,
VPJ41163,VPJ41074+VPJ41075+VPJ41076,PQ5,,
VPJ41077,VPJ41077,PQ5,,
VPJ41078,VPJ41078,PQ5,,
VPJ41079,VPJ41079,PQ5,,
VPJ41168,VPJ41077+VPJ41078+VPJ41079,PQ5,,
VPJ41080,VPJ41080,PQ5,,
VPJ41081,VPJ41081,PQ5,,
VPJ41082,VPJ41082,PQ5,,
VPJ41169,VPJ41080+VPJ41081+VPJ41082,PQ5,,
VPJ41083,VPJ41083,PQ5,,
VPJ41084,VPJ41084,PQ5,,
VPJ41085,VPJ41085,PQ5,,
VPJ41170,VPJ41083+VPJ41084+VPJ41085,PQ5,,
VPJ41192,VPJ41192,PQ5,,
VPJ41193,VPJ41193,PQ5,,
VPJ41194,VPJ41194,PQ5,,
VPJ41171,VPJ41192+VPJ41193+VPJ41194,PQ5,,
VPJ41172,VPJ41071+VPJ41074+VPJ41077+VPJ41080+VPJ41083+VPJ41192,PQ5,,
VPJ41173,VPJ41072+VPJ41075+VPJ41078+VPJ41081+VPJ41084+VPJ41193,PQ5,,
VPJ41174,VPJ41073+VPJ41076+VPJ41179+VPJ41082+VPJ41085+VPJ41194,PQ5,,
VPJ41177,VPJ41159-VPJ41162,PQ5,,
VPJ41178,VPJ41160-VPJ41163,PQ5,,
VPJ41179,VPJ41151-VPJ41168,PQ5,,
VPJ41180,VPJ41152-VPJ41169,PQ5,,
VPJ41181,VPJ41153-VPJ41170,PQ5,,
VPJ41182,VPJ41179+VPJ41180+VPJ41181,PQ5,,
VPJ41176,VPJ41177+VPJ41178+VPJ41179+VPJ41180+VPJ41181,PQ5,,
VPJ41175,"IF(VPJ41177<0,VPJ41177,0)+IF(VPJ41178<0,VPJ41178,0)+IF(VPJ41179<0,VPJ41179,0)+IF(VPJ41180<0,VPJ41180,0)+IF(VPJ41181<0,VPJ41181,0)",PQ5,,
